ID,AdmArea,Month,Year,TotalAmount,Suppliers,global_id
76,Восточный административный округ,Октябрь,2016,1860453301,"Supplier:ОАО «МОЭК»
Amount:6.5498594475E8

Supplier:Мосэнергосбыт
Amount:3.260845875E7

Supplier:Газпром межрегионгаз Москва
Amount:3.623641459E7

Supplier:Мосводоканал
Amount:2

Supplier:управляющие компании
Amount:5.5702287521E8

Supplier:Ростелеком
Amount:7.124584912E7

Supplier:РСВО
Amount:1.401868624E7

Supplier:прочие
Amount:2.9331841096E8

",282192223
77,Юго-Восточный административный округ,Октябрь,2016,1708645816,"Supplier:ОАО «МОЭК»
Amount:5.5294308755E8

Supplier:Мосэнергосбыт
Amount:4.188436964E7

Supplier:Газпром межрегионгаз Москва
Amount:2.289092162E7

Supplier:Мосводоканал
Amount:1.6719320515E8

Supplier:управляющие компании
Amount:5.6888938001E8

Supplier:Ростелеком
Amount:1223308.23

Supplier:РСВО
Amount:1.241104372E7

Supplier:прочие
Amount:3.4121049925E8

",282192242
78,Южный административный округ,Октябрь,2016,1916341247,"Supplier:ОАО «МОЭК»
Amount:7.4559524592E8

Supplier:Газпром межрегионгаз Москва
Amount:2.632101801E7

Supplier:Мосводоканал
Amount:2

Supplier:управляющие компании
Amount:5.2591550565E8

Supplier:Ростелеком
Amount:7.459826939E7

Supplier:РСВО
Amount:1.627989319E7

Supplier:прочие
Amount:3.2138942836E8

",282192249
79,Юго-Западный административный округ,Октябрь,2016,1778957809,"Supplier:ОАО «МОЭК»
Amount:6.6089109051E8

Supplier:Газпром межрегионгаз Москва
Amount:1.746171058E7

Supplier:Мосводоканал
Amount:1.8203262161E8

Supplier:управляющие компании
Amount:5.2751371184E8

Supplier:Ростелеком
Amount:6.902486652E7

Supplier:РСВО
Amount:1.438080954E7

Supplier:прочие
Amount:3

",282192251
80,Западный административный округ,Октябрь,2016,1469443650,"Supplier:ОАО «МОЭК»
Amount:5

Supplier:Газпром межрегионгаз Москва
Amount:1.992485843E7

Supplier:Мосводоканал
Amount:1.5291570506E8

Supplier:управляющие компании
Amount:4

Supplier:Ростелеком
Amount:5.531897909E7

Supplier:РСВО
Amount:1.207482881E7

Supplier:прочие
Amount:3.1708770695E8

",282192253
81,Северо-Западный административный округ,Октябрь,2016,1062159313,"Supplier:ОАО «МОЭК»
Amount:3.7067827526E8

Supplier:Газпром межрегионгаз Москва
Amount:1.403423571E7

Supplier:Мосводоканал
Amount:1.1449430216E8

Supplier:управляющие компании
Amount:3.2662115362E8

Supplier:Ростелеком
Amount:4

Supplier:РСВО
Amount:9277865.81

Supplier:прочие
Amount:1.865953996E8

",282192254
82,Зеленоградский административный округ,Октябрь,2016,345901114,"Supplier:ОАО «МОЭК»
Amount:7960.35

Supplier:Газпром межрегионгаз Москва
Amount:149104.72

Supplier:Мосводоканал
Amount:3.81677722E7

Supplier:управляющие компании
Amount:9.965755548E7

Supplier:Ростелеком
Amount:1.40940288E7

Supplier:РСВО
Amount:3006979.65

Supplier:прочие
Amount:1.908177124E8

",282193080
83,Новомосковский административный округ,Октябрь,2016,180552696,"Supplier:Мосводоканал
Amount:1

Supplier:управляющие компании
Amount:5

Supplier:прочие
Amount:1.192511434E8

",282193892
84,Троицкий административный округ,Октябрь,2016,76107488,"Supplier:Мосводоканал
Amount:6131322.33

Supplier:управляющие компании
Amount:1.767886872E7

Supplier:прочие
Amount:5.229729687E7

",282194796
85,Центральный административный округ,Ноябрь,2016,1072033883,"Supplier:ОАО «МОЭК»
Amount:3.7440364993E8

Supplier:Газпром межрегионгаз Москва
Amount:1.907128351E7

Supplier:Мосводоканал
Amount:1.1070528976E8

Supplier:управляющие компании
Amount:3.4013120837E8

Supplier:Ростелеком
Amount:3

Supplier:РСВО
Amount:8011322.41

Supplier:прочие
Amount:1.8931975334E8

",282196211
86,Северный административный округ,Ноябрь,2016,1479153663,"Supplier:ОАО «МОЭК»
Amount:5.6547824157E8

Supplier:Газпром межрегионгаз Москва
Amount:2.513925538E7

Supplier:Мосводоканал
Amount:1.5569395162E8

Supplier:управляющие компании
Amount:4.1711676797E8

Supplier:Ростелеком
Amount:5.375440726E7

Supplier:РСВО
Amount:1.272096068E7

Supplier:прочие
Amount:2.492501085E8

",282198267
87,Северо-Восточный административный округ,Ноябрь,2016,1662908416,"Supplier:ОАО «МОЭК»
Amount:6.1298430699E8

Supplier:Газпром межрегионгаз Москва
Amount:1.824178162E7

Supplier:Мосводоканал
Amount:1.794462754E8

Supplier:управляющие компании
Amount:5

Supplier:Ростелеком
Amount:6.177404506E7

Supplier:РСВО
Amount:1.424921512E7

Supplier:прочие
Amount:2.7489749231E8

",282198268
88,Восточный административный округ,Ноябрь,2016,1894737033,"Supplier:ОАО «МОЭК»
Amount:6.7884341599E8

Supplier:Мосэнергосбыт
Amount:3.351796601E7

Supplier:Газпром межрегионгаз Москва
Amount:3.607907343E7

Supplier:Мосводоканал
Amount:2

Supplier:управляющие компании
Amount:5.6261702512E8

Supplier:Ростелеком
Amount:7.132553827E7

Supplier:РСВО
Amount:1.395586512E7

Supplier:прочие
Amount:2.9412412748E8

",282198272
89,Юго-Восточный административный округ,Ноябрь,2016,1755020520,"Supplier:ОАО «МОЭК»
Amount:5.7911839235E8

Supplier:Мосэнергосбыт
Amount:4.531669574E7

Supplier:Газпром межрегионгаз Москва
Amount:2.285318509E7

Supplier:Мосводоканал
Amount:1.6627905454E8

Supplier:управляющие компании
Amount:5.8545404381E8

Supplier:Ростелеком
Amount:1260359.92

Supplier:РСВО
Amount:1.232112216E7

Supplier:прочие
Amount:3.4541766584E8

",282198276
90,Южный административный округ,Ноябрь,2016,1958133995,"Supplier:ОАО «МОЭК»
Amount:7.7566994877E8

Supplier:Газпром межрегионгаз Москва
Amount:2.629893673E7

Supplier:Мосводоканал
Amount:2.1078655437E8

Supplier:управляющие компании
Amount:5.3323518243E8

Supplier:Ростелеком
Amount:7.456933938E7

Supplier:РСВО
Amount:1.619954851E7

Supplier:прочие
Amount:3.2137448452E8

",282198282
91,Юго-Западный административный округ,Ноябрь,2016,1812664401,"Supplier:ОАО «МОЭК»
Amount:6.8971252264E8

Supplier:Газпром межрегионгаз Москва
Amount:1.746132165E7

Supplier:Мосводоканал
Amount:1.8970553426E8

Supplier:управляющие компании
Amount:5.2737521522E8

Supplier:Ростелеком
Amount:6.912417629E7

Supplier:РСВО
Amount:1.434980525E7

Supplier:прочие
Amount:3

",282198301
92,Западный административный округ,Ноябрь,2016,1488607824,"Supplier:ОАО «МОЭК»
Amount:5.253752955E8

Supplier:Газпром межрегионгаз Москва
Amount:1.993487498E7

Supplier:Мосводоканал
Amount:1.5550158804E8

Supplier:управляющие компании
Amount:3.9938580062E8

Supplier:Ростелеком
Amount:5.527386578E7

Supplier:РСВО
Amount:1.201738304E7

Supplier:прочие
Amount:3.2111901564E8

",282198362
93,Северо-Западный административный округ,Ноябрь,2016,1065679582,"Supplier:ОАО «МОЭК»
Amount:3.7306030072E8

Supplier:Газпром межрегионгаз Москва
Amount:1.387154297E7

Supplier:Мосводоканал
Amount:1.1504272654E8

Supplier:управляющие компании
Amount:3.2713637945E8

Supplier:Ростелеком
Amount:4

Supplier:РСВО
Amount:9235937.88

Supplier:прочие
Amount:1.8688500816E8

",282198364
94,Зеленоградский административный округ,Ноябрь,2016,350711807,"Supplier:ОАО «МОЭК»
Amount:3722.64

Supplier:Газпром межрегионгаз Москва
Amount:150009.56

Supplier:Мосводоканал
Amount:3.892368253E7

Supplier:управляющие компании
Amount:9.954591075E7

Supplier:Ростелеком
Amount:1.409833924E7

Supplier:РСВО
Amount:2997520.73

Supplier:прочие
Amount:1.9499262114E8

",282198365
95,Новомосковский административный округ,Ноябрь,2016,190624041,"Supplier:Мосводоканал
Amount:1

Supplier:управляющие компании
Amount:4.745200561E7

Supplier:прочие
Amount:1.3242543176E8

",282198366
96,Троицкий административный округ,Ноябрь,2016,81834967,"Supplier:Мосводоканал
Amount:6090667

Supplier:управляющие компании
Amount:1.779438966E7

Supplier:прочие
Amount:5.794991015E7

",282198368
